koi_disposition,koi_score,koi_period,koi_duration,koi_depth,koi_model_snr,koi_prad,koi_teq,koi_fpflag_nt,koi_fpflag_ss
FALSE POSITIVE,0.0,12.4260002,30.1966,468.6,47.8,2.39,706.0,1,0
FALSE POSITIVE,0.0,1.50650136,3.1126,66.9,41.9,0.8,1562.0,0,1
CANDIDATE,0.045,0.968026356,0.7143,212.7,32.6,1.78,2167.0,0,0
FALSE POSITIVE,0.0,1.179969562,1.9745,1109.3,277.9,120.02,2960.0,0,1
FALSE POSITIVE,0.0,10.10176739,2.1267,601.7,28.8,26.09,829.0,0,1
CANDIDATE,0.384,10.57910009,1.4553,329.3,17.9,2.03,929.0,0,0
CONFIRMED,0.979,1.480283464,2.486,60.5,21.3,0.97,1822.0,0,0
FALSE POSITIVE,0.0,15.420409367,2.3707,14759.0,268.5,16.62,661.0,0,1
CONFIRMED,1.0,9.97682072,3.4873,966.8,31.3,2.85,802.0,0,0
FALSE POSITIVE,0.0,61.4913415,9.627,3692.4,70.5,4.57,323.0,0,0
CANDIDATE,0.921,5.0263815,4.384,77.2,8.5,0.84,1065.0,0,0
FALSE POSITIVE,0.0,16.00351679,4.001,668.3,29.9,18.01,586.0,0,1
FALSE POSITIVE,0.0,1.86390886,4.414,176.1,18.3,77.99,2902.0,0,0
FALSE POSITIVE,0.0,2.03743942,3.103,112.5,16.0,0.82,1299.0,0,0
FALSE POSITIVE,,332.74984,14.77,518.1,8.7,2.55,302.0,0,0
FALSE POSITIVE,,45.60304785,8.35,,,,,0,0
FALSE POSITIVE,0.001,2.4681015,2.83,172.8,22.1,1.22,1244.0,0,0
FALSE POSITIVE,,12.53449909,6.02,,,,,0,0
FALSE POSITIVE,,215.15218,19.97,264.2,6.7,1.36,287.0,0,0
FALSE POSITIVE,0.0,3.17275711,5.404,313.2,30.1,1.27,966.0,0,0
CANDIDATE,1.0,6.68231249,3.251,48.7,12.3,2.09,1350.0,0,0
FALSE POSITIVE,0.0,0.73619448,1.1148,247.3,27.2,1.84,2268.0,0,1
FALSE POSITIVE,0.0,10.18670759,7.498,261.2,35.5,0.95,477.0,0,0
FALSE POSITIVE,,365.994154,13.071,698.5,23.8,2.87,263.0,0,1
FALSE POSITIVE,0.0,0.54028956,3.619,293.5,58.4,21.45,2279.0,0,1
FALSE POSITIVE,0.009,2.49047468,2.2003,222.2,20.7,1.53,1413.0,0,0
FALSE POSITIVE,0.0,2.17257963,1.5794,335.5,27.1,13.55,1518.0,0,1
FALSE POSITIVE,0.0,3.307669761,1.672,243.1,66.7,3.87,1840.0,0,0
FALSE POSITIVE,0.084,3.183961388,3.7875,39268.0,339.2,37.22,1615.0,0,1
FALSE POSITIVE,0.09,48.507991,8.984,288.9,11.4,2.06,511.0,0,0
FALSE POSITIVE,0.0,0.759766456,5.323,480.5,73.0,29.02,2128.0,0,1
FALSE POSITIVE,0.0,1.219034472,2.151,6923.8,99.2,9.82,1845.0,0,1
FALSE POSITIVE,0.0,7.37339245,2.883,125.0,36.6,13.73,1098.0,0,1
FALSE POSITIVE,0.234,4.70847097,6.0503,32622.0,607.2,19.58,1202.0,0,1
FALSE POSITIVE,0.0,2.404556949,7.4918,408.7,147.1,4.69,1958.0,1,0
CANDIDATE,0.966,66.119119,3.086,862.0,9.8,3.0,452.0,0,0
CANDIDATE,0.0,0.982090079,1.44892,5396.7,304.1,29.95,1568.0,0,0
FALSE POSITIVE,0.0,2.972047661,1.198,5945.0,20.0,24.74,881.0,0,1
FALSE POSITIVE,0.003,2.237180102,1.4734,493.8,23.3,1.75,1134.0,0,0
FALSE POSITIVE,0.0,0.93374232,6.552,351.4,49.1,18.29,1638.0,0,0
FALSE POSITIVE,,134.76308997,8.77,,,,,0,0
FALSE POSITIVE,0.0,0.495434094,1.2496,287.9,57.2,1.57,2151.0,0,1
FALSE POSITIVE,0.0,8.48031302,5.988,107.0,20.2,2.74,1510.0,0,0
FALSE POSITIVE,,5.40534383,2.32,,,,,0,0
CANDIDATE,1.0,0.66682654,0.7847,511.6,33.4,1.49,1183.0,0,0
FALSE POSITIVE,0.0,0.882131829,6.8106,3620.9,70.6,8.13,1963.0,1,0
FALSE POSITIVE,0.0,0.489682339,1.7495,431670.0,628.2,37.47,1251.0,1,0
CONFIRMED,0.99,364.751562,13.057,1481.5,25.5,2.89,166.0,0,0
FALSE POSITIVE,0.0,2.189098506,5.1498,2533.7,194.9,29.7,1288.0,0,1
FALSE POSITIVE,0.0,0.7088055,3.6789,17575.0,195.6,41.08,2035.0,0,1
FALSE POSITIVE,,88.821421,9.35,393.7,7.8,234.99,634.0,0,0
FALSE POSITIVE,0.0,1.507761203,3.096,2773.7,153.1,31.77,1301.0,0,1
FALSE POSITIVE,0.006,1.506019633,2.408,136.9,18.8,1.08,1628.0,0,0
FALSE POSITIVE,0.0,0.572513875,2.353,49.3,10.2,0.52,1779.0,0,1
FALSE POSITIVE,0.0,35.14578122,2.253,6789.4,86.8,32.5,480.0,0,1
FALSE POSITIVE,0.874,3.690317047,1.3784,465.5,43.0,20.23,1280.0,0,0
CONFIRMED,1.0,105.9566815,6.9988,2286.4,51.8,3.79,324.0,0,0
FALSE POSITIVE,0.002,2.95600563,2.6717,76.1,35.5,0.81,1211.0,0,0
FALSE POSITIVE,0.0,11.805707539,2.0494,2052.1,124.9,18.48,1153.0,0,1
FALSE POSITIVE,0.0,25.3710555,3.739,78.6,8.3,1.43,779.0,0,0
CANDIDATE,1.0,1.38680229,1.7065,242.3,84.4,29.33,2530.0,0,0
FALSE POSITIVE,0.0,8.58966893,6.962,429.6,47.5,155.18,4900.0,0,1
FALSE POSITIVE,0.0,4.468456599,1.4195,906.7,39.1,24.81,1081.0,0,1
FALSE POSITIVE,0.0,0.933754669,4.048,89.3,43.2,1.48,2475.0,0,0
FALSE POSITIVE,,86.79876649,2.99,,,,,0,0
FALSE POSITIVE,,164.57506747,9.57,,,,,0,0
FALSE POSITIVE,0.0,1.71030803,2.718,216.0,21.0,1.32,1449.0,0,0
FALSE POSITIVE,0.0,79.9201319,4.482,1326.8,21.9,1.81,217.0,0,0
FALSE POSITIVE,,199.3113,6.43,383.6,6.5,1.64,278.0,0,0
FALSE POSITIVE,,157.82131,12.42,192.3,6.9,1.59,377.0,0,0
FALSE POSITIVE,0.0,2.28612573,12.408,301.6,45.3,22.63,1433.0,0,1
CONFIRMED,0.92,199.66876,8.996,251.9,13.9,1.45,305.0,0,0
FALSE POSITIVE,0.0,1.33254971,4.69,158.3,35.3,1.36,1782.0,0,1
FALSE POSITIVE,1.0,0.469334634,0.8864,340.4,49.1,2.4,2432.0,0,1
FALSE POSITIVE,0.132,0.849277809,3.137,690.8,17.1,20.11,1781.0,0,0
CONFIRMED,0.99,71.4523167,6.276,216.9,16.6,2.19,561.0,0,0
FALSE POSITIVE,0.0,1.752564549,3.503,116.6,38.0,1.38,1741.0,0,1
FALSE POSITIVE,0.0,0.566816802,1.981,94.0,12.9,0.68,1585.0,0,0
FALSE POSITIVE,0.0,1.752553762,3.877,414.7,32.5,1.06,933.0,0,0
FALSE POSITIVE,0.0,2.065351521,2.661,173.2,25.3,1.03,1196.0,0,0
FALSE POSITIVE,0.0,2.253551793,3.66,119.6,42.1,1.7,1812.0,0,0
CONFIRMED,1.0,1.06378861,1.072,251.5,21.5,1.61,1650.0,0,0
FALSE POSITIVE,,123.11494773,17.24,,,,,0,0
FALSE POSITIVE,0.0,1.854493861,4.2367,1287.3,108.2,29.39,1291.0,0,1
FALSE POSITIVE,0.0,1.020713389,0.873,102.3,11.3,0.9,1724.0,0,1
FALSE POSITIVE,0.0,2.1990638,3.197,344.8,19.3,1.33,1087.0,0,0
FALSE POSITIVE,1.0,132.1331011,26.715,7956.2,284.3,75.08,809.0,0,1
FALSE POSITIVE,0.0,1.120646438,1.7664,322.5,45.7,89.35,2783.0,0,1
FALSE POSITIVE,0.0,1.710279417,2.252,228.8,19.9,1.57,1524.0,0,0
FALSE POSITIVE,,65.238281,5.756,197.2,10.3,5.18,734.0,0,0
FALSE POSITIVE,0.0,0.56679641,2.324,26.7,14.1,0.46,1940.0,1,0
CONFIRMED,1.0,9.88736642,4.23,68.0,14.6,0.68,768.0,0,0
CONFIRMED,0.999,42.3520039,7.773,512.6,30.5,6.3,938.0,0,0
CONFIRMED,1.0,0.789160884,0.9268,215.1,23.6,0.91,1244.0,0,0
FALSE POSITIVE,0.0,2.399081606,4.384,6071.6,89.9,40.6,1360.0,0,0
FALSE POSITIVE,0.0,5.14072621,27.24,145.6,44.5,19.28,1076.0,1,0
FALSE POSITIVE,0.0,0.566798545,5.224,36.9,23.3,0.53,2004.0,0,0
CONFIRMED,1.0,1.44445234,0.9753,200.7,20.9,2.03,1800.0,0,0
FALSE POSITIVE,0.0,3.55653637,8.7,202.5,23.1,1.7,1272.0,0,0
FALSE POSITIVE,0.0,9.60853601,3.672,584.4,19.3,31.99,984.0,0,1
FALSE POSITIVE,0.0,0.933747751,3.9236,76.6,49.5,2.07,3112.0,0,0
FALSE POSITIVE,0.0,3.17463577,10.988,405.9,83.1,9.32,1296.0,1,0
FALSE POSITIVE,0.0,0.902222843,2.0516,29.7,5.1,48.23,10340.0,0,0
FALSE POSITIVE,0.0,22.4685309,3.034,242.3,21.3,20.05,1040.0,0,1
FALSE POSITIVE,0.0,10.16104834,3.0448,908.9,36.8,2.72,800.0,0,0
FALSE POSITIVE,0.554,2.743978797,6.442,39994.0,56.5,38.11,1136.0,0,1
FALSE POSITIVE,0.0,1.332561398,4.103,150.6,77.1,2.16,2276.0,0,1
CANDIDATE,1.0,12.89623554,2.625,426.6,32.9,2.55,783.0,0,0
FALSE POSITIVE,0.0,364.14397,15.37,513.5,9.3,2.2,259.0,0,0
FALSE POSITIVE,0.0,21.78769087,4.498,507.7,38.1,71.95,1042.0,0,1
CONFIRMED,1.0,5.90741476,1.016,5569.0,7.2,5.1,769.0,0,0
FALSE POSITIVE,0.448,2.368173896,2.346,10143.0,52.9,10.92,1428.0,0,1
FALSE POSITIVE,0.0,5.73865933,4.051,688.6,40.1,1.84,535.0,0,0
FALSE POSITIVE,0.0,91.05641908,6.7282,57608.0,701.1,53.1,431.0,0,1
CANDIDATE,0.999,2.52443998,2.369,45.8,10.6,1.53,2145.0,0,0
CONFIRMED,1.0,4.49686066,1.7306,1932.5,37.0,1.93,535.0,0,0
CANDIDATE,0.997,0.5374094,1.2039,94.2,21.9,0.96,2208.0,0,0
CONFIRMED,1.0,24.7543849,3.39,593.3,18.0,2.1,491.0,0,0
FALSE POSITIVE,0.0,0.475068516,0.8552,110.1,21.4,1.03,2372.0,0,0
FALSE POSITIVE,0.0,1.79683793,7.911,223.3,27.9,3.37,2397.0,0,1
FALSE POSITIVE,,187.51251276,8.05,,,,,0,0
FALSE POSITIVE,0.0,12.425484,28.0218,117.2,43.0,1.55,773.0,1,0
CONFIRMED,1.0,17.7838298,3.997,247.1,18.7,1.6,729.0,0,0
FALSE POSITIVE,0.001,1.204529346,1.62,86.9,11.1,1.4,1968.0,0,0
FALSE POSITIVE,0.0,2.15839583,8.09,352.2,38.9,14.28,1103.0,0,0
CANDIDATE,1.0,1.570592397,0.623,214.4,29.7,1.37,1480.0,0,0
FALSE POSITIVE,0.0,371.1495,15.855,597.3,11.5,2.07,245.0,1,0
FALSE POSITIVE,0.0,3.374684854,4.48335,80917.0,658.3,49.25,1163.0,0,1
FALSE POSITIVE,0.0,2.61841046,3.304,180.2,24.8,1.12,1245.0,0,1
FALSE POSITIVE,0.0,4.593594819,2.6391,1455.2,83.5,8.85,1125.0,0,0
FALSE POSITIVE,,125.0426,8.99,104.3,6.4,1.2,416.0,0,0
FALSE POSITIVE,,6.17039154,2.116,502.9,19.0,2.17,1029.0,0,0
FALSE POSITIVE,0.0,0.364860478,1.4736,112.6,23.5,0.68,1993.0,0,1
CANDIDATE,1.0,6.422943288,1.0815,261.4,30.6,1.66,1034.0,0,0
FALSE POSITIVE,0.008,6.90522317,3.533,420.3,34.4,4.54,1343.0,0,0
FALSE POSITIVE,0.0,1.5259105,3.114,83.9,14.3,2.63,2545.0,0,0
FALSE POSITIVE,0.0,4.27121961,2.9283,966.7,38.0,2.17,802.0,0,0
CANDIDATE,0.087,1.306984786,1.194,302.1,38.4,18.33,1754.0,0,0
FALSE POSITIVE,0.0,0.769358923,1.5364,44.8,19.8,1.93,2928.0,1,0
FALSE POSITIVE,0.0,0.755109106,2.967,106.0,34.0,0.85,1733.0,0,1
FALSE POSITIVE,0.0,25.3239215,70.405,1379.7,214.5,19.02,484.0,0,1
CONFIRMED,0.856,4.61225043,2.695,29.1,13.7,0.51,1032.0,0,0
CONFIRMED,0.999,7.99022379,3.273,165.9,17.6,1.97,1113.0,0,0
FALSE POSITIVE,,4.1749166,4.828,40.7,11.8,0.61,1116.0,0,0
FALSE POSITIVE,0.0,0.56678694,1.959,61.2,8.3,0.63,1920.0,1,0
FALSE POSITIVE,0.0,0.73094701,4.223,227.7,31.2,15.83,1870.0,0,1
FALSE POSITIVE,0.0,0.686994057,3.5252,2797.1,136.6,35.3,2063.0,0,1
FALSE POSITIVE,0.0,1.324247867,1.4759,83.3,26.5,1.3,2140.0,0,0
FALSE POSITIVE,0.0,0.780632043,1.4109,736.5,141.0,79.67,2714.0,0,1
FALSE POSITIVE,0.0,0.730947169,4.396,248.0,49.1,14.43,1777.0,0,1
FALSE POSITIVE,0.0,41.16676097,2.2133,5386.3,185.2,17.82,446.0,0,1
FALSE POSITIVE,0.0,1.083736642,1.57912,8930.8,954.2,237.84,3641.0,0,1
FALSE POSITIVE,0.002,2.45570369,3.1,273.8,23.5,55.95,1891.0,0,0
FALSE POSITIVE,0.0,0.64234875,1.3699,103.7,61.3,2.78,3813.0,0,1
FALSE POSITIVE,0.921,5.204286663,6.2598,35221.0,153.0,16.0,934.0,0,1
FALSE POSITIVE,0.0,6.352090869,3.88771,75142.0,1343.2,18.9,772.0,0,1
FALSE POSITIVE,0.0,1.877350712,1.7478,185.6,23.1,1.46,1650.0,0,0
FALSE POSITIVE,0.0,2.11552348,6.712,359.2,28.9,21.43,1398.0,0,0
FALSE POSITIVE,0.0,2.84573962,7.28,211.7,83.9,3.63,1829.0,0,1
FALSE POSITIVE,0.0,7.01476115,3.945,122.1,27.5,1.02,928.0,0,1
FALSE POSITIVE,0.0,0.941603153,1.1886,462.1,46.2,2.29,1608.0,0,0
FALSE POSITIVE,,24.40213373,12.57,,,,,0,0
FALSE POSITIVE,0.0,1.13357304,2.849,33.1,12.0,0.59,1836.0,0,1
FALSE POSITIVE,0.0,0.643468999,1.1108,108.0,19.6,0.88,2001.0,0,0
FALSE POSITIVE,0.0,112.645961,7.037,1957.9,23.3,35.36,377.0,0,1
FALSE POSITIVE,1.0,0.526887517,0.8971,119.9,20.6,0.58,1238.0,0,0
FALSE POSITIVE,0.0,4.14244748,2.203,69.9,12.3,1.82,1907.0,0,0
FALSE POSITIVE,0.0,0.777663575,1.1741,134.3,28.1,0.95,1816.0,0,1
FALSE POSITIVE,0.0,0.552834211,1.2887,145.7,30.0,18.09,3107.0,0,0
FALSE POSITIVE,0.0,0.758354475,4.56811,581780.0,1560.5,149.44,3123.0,0,1
CONFIRMED,0.998,76.5369531,5.574,652.2,17.7,3.73,503.0,0,0
FALSE POSITIVE,0.0,3.43525124,4.509,152.2,6.3,25.43,1579.0,1,0
FALSE POSITIVE,0.0,0.962828092,4.411,63.0,22.7,40.82,3553.0,0,1
CANDIDATE,0.999,3.11141514,3.074,28.4,8.3,0.7,1530.0,0,0
FALSE POSITIVE,0.0,1.878156188,2.058,787.5,38.4,2.51,1141.0,0,1
FALSE POSITIVE,0.0,7.81153999,5.984,912.8,41.3,23.56,718.0,0,1
FALSE POSITIVE,0.349,0.993488979,1.9694,24327.0,145.8,17.9,1914.0,0,1
FALSE POSITIVE,0.0,1.334104585,3.14624,61691.0,1334.6,44.9,1880.0,0,1
FALSE POSITIVE,0.0,2.115498574,6.738,444.2,45.4,25.84,1432.0,0,0
FALSE POSITIVE,0.0,3.40076682,4.7,21.1,7.4,0.69,1540.0,1,0
FALSE POSITIVE,0.0,6.49676881,2.527,135.0,10.6,3.74,1761.0,0,1
FALSE POSITIVE,0.001,2.057499811,2.569,325.6,23.6,1.27,1037.0,0,0
FALSE POSITIVE,0.0,10.5856758,4.911,178.7,8.1,1.49,912.0,0,0
FALSE POSITIVE,0.0,2.69633621,5.238,238.6,26.5,15.78,1334.0,0,1
FALSE POSITIVE,0.0,11.2580745,23.516,713.3,55.4,2.14,497.0,0,0
FALSE POSITIVE,0.0,0.566795586,4.124,39.4,19.6,0.66,2296.0,1,0
FALSE POSITIVE,0.0,1.099291188,1.765,282.6,19.8,1.37,1414.0,0,0
FALSE POSITIVE,0.0,0.47462889,1.0194,331.3,31.2,1.43,1840.0,0,0
CONFIRMED,1.0,103.4269873,5.03,950.1,17.8,3.16,416.0,0,0
CANDIDATE,0.989,0.352515897,1.0525,168.2,38.0,1.0,2194.0,0,0
FALSE POSITIVE,0.0,0.299697755,0.8473,346.9,53.6,2.03,2246.0,0,1
CANDIDATE,0.0,0.339069751,1.1516,53.2,38.2,2.09,3653.0,0,0
FALSE POSITIVE,0.0,0.56681727,1.779,35.9,9.1,0.42,1832.0,0,0
FALSE POSITIVE,0.0,1.081935491,5.136,202.9,33.9,0.99,1364.0,0,1
CONFIRMED,1.0,0.524175803,0.7648,236.8,22.4,1.27,1891.0,0,0
FALSE POSITIVE,0.0,1.89129881,5.294,82.0,29.8,0.86,1414.0,0,0
CONFIRMED,1.0,4.94330596,2.9334,126.2,27.7,1.41,1058.0,0,0
CONFIRMED,0.997,178.139072,9.654,678.8,20.3,2.25,291.0,0,0
CANDIDATE,0.8,0.619023176,1.496,77.9,8.9,0.79,1885.0,0,0
CANDIDATE,0.0,120.00336404,3.3803,39596.0,131.1,15.08,240.0,0,0
FALSE POSITIVE,0.0,4.067371428,5.8962,63447.0,1094.6,68.81,978.0,0,1
FALSE POSITIVE,0.0,1.540395781,1.6305,173.4,46.6,0.94,1211.0,0,1
FALSE POSITIVE,0.001,32.9045733,4.402,662.3,19.7,28.34,568.0,0,0
FALSE POSITIVE,0.0,2.46353343,2.954,830.0,6.8,21.49,1171.0,0,1
FALSE POSITIVE,0.0,22.91339043,3.94,5407.0,86.9,24.11,510.0,0,1
FALSE POSITIVE,0.0,1.541350116,3.29,378.0,51.7,1.5,1273.0,0,0
FALSE POSITIVE,0.0,1.205412526,1.537,109.2,17.2,12.6,1988.0,0,1
FALSE POSITIVE,0.0,1.710316235,3.614,409.4,31.2,23.38,1647.0,0,0
CONFIRMED,0.991,23.9210408,5.174,158.3,21.9,3.01,1020.0,0,0
CONFIRMED,0.993,9.03326435,2.857,610.7,18.3,1.96,729.0,0,0
FALSE POSITIVE,0.0,356.535835,5.467,3113.0,25.7,28.27,220.0,0,1
CONFIRMED,1.0,3.490785878,1.4513,336.8,32.7,1.32,1010.0,0,0
FALSE POSITIVE,0.0,1.92149487,1.891,1006.0,11.6,79.14,2382.0,0,1
CONFIRMED,1.0,1.093665854,1.4399,218.4,33.5,1.29,1681.0,0,0
CANDIDATE,0.0,141.608555,7.685,1263.1,43.3,2.98,290.0,0,0
CANDIDATE,0.465,3.6092231,2.8,52.4,4.4,0.68,1192.0,0,0
FALSE POSITIVE,0.0,12.4247333,16.828,40.5,19.3,1.47,1284.0,1,0
CANDIDATE,0.964,11.4927112,7.764,291.5,18.7,25.01,858.0,0,0
FALSE POSITIVE,0.0,70.7511986,6.198,858.1,24.1,27.74,441.0,0,1
CONFIRMED,0.991,116.583183,5.8,819.0,8.7,2.91,371.0,0,0
CONFIRMED,0.997,175.13892,10.767,634.5,17.9,3.06,346.0,0,0
FALSE POSITIVE,0.0,1.302061421,1.8238,1046.1,29.5,92.86,3345.0,1,0
FALSE POSITIVE,0.0,55.25178622,6.094,39874.0,585.0,27.32,444.0,0,1
FALSE POSITIVE,0.001,5.548250634,6.06772,42873.0,1170.5,21.49,1088.0,0,1
FALSE POSITIVE,0.0,4.442520831,2.4779,531.5,100.3,3.98,1392.0,0,0
FALSE POSITIVE,1.0,1.339670241,1.895,28.6,21.7,1.27,3448.0,0,0
FALSE POSITIVE,0.0,2.685223546,4.0632,5494.6,238.7,28.98,1111.0,0,0
FALSE POSITIVE,0.0,1.99042642,3.083,133.8,25.3,1.17,1539.0,0,0
FALSE POSITIVE,0.0,67.230028,25.01,379.1,39.5,2.44,482.0,0,1
FALSE POSITIVE,0.0,0.805259637,0.9779,341.8,50.2,1.93,2115.0,0,0
FALSE POSITIVE,0.0,75.3787816,5.268,387.7,30.1,1.6,360.0,0,1
FALSE POSITIVE,0.0,2.464160779,2.427,116.7,27.3,36.93,1709.0,0,0
FALSE POSITIVE,0.0,0.566781152,3.995,133.4,24.9,0.54,1090.0,1,0
CONFIRMED,0.91,13.0267964,0.785,356.6,11.4,2.08,643.0,0,0
FALSE POSITIVE,0.0,4.93129874,1.8626,676.1,31.7,21.42,944.0,0,1
FALSE POSITIVE,0.0,5.59187448,1.6782,236.4,31.9,104.18,4793.0,0,1
FALSE POSITIVE,1.0,1.88665445,1.343,2098.0,15.8,43.81,1794.0,0,1
FALSE POSITIVE,0.0,14.53682228,3.195,1032.3,40.8,73.15,1596.0,0,0
CANDIDATE,0.923,172.820248,7.343,549.3,10.6,2.22,338.0,0,0
FALSE POSITIVE,0.0,1.72853003,3.819,99.1,24.0,2.43,2492.0,0,0
FALSE POSITIVE,0.495,2.19068738,4.41,66.3,44.1,1.68,2017.0,0,1
FALSE POSITIVE,,372.16478,11.288,2074.0,23.5,5.68,279.0,1,0
FALSE POSITIVE,0.0,0.947730124,1.1171,152.5,18.0,2.82,3914.0,1,0
CONFIRMED,0.982,234.240739,12.925,464.1,27.7,3.41,329.0,0,0
FALSE POSITIVE,0.146,341.01495,5.12,386.0,6.9,1.72,234.0,1,0
FALSE POSITIVE,0.0,6.14631207,3.803,891.1,20.3,4.79,1260.0,0,0
FALSE POSITIVE,0.0,27.36432337,3.545,2282.5,42.3,39.49,659.0,0,1
FALSE POSITIVE,0.001,10.26231992,3.568,813.9,17.3,1.98,509.0,0,0
FALSE POSITIVE,0.0,1.519529227,5.1675,8372.5,155.1,11.12,1653.0,0,1
FALSE POSITIVE,0.0,6.487525901,2.4536,20209.0,74.3,21.23,593.0,0,1
FALSE POSITIVE,0.0,0.56676437,2.326,76.5,11.7,0.92,2267.0,0,0
FALSE POSITIVE,0.0,2.35197616,5.304,268.0,31.7,21.19,1444.0,0,0
FALSE POSITIVE,0.0,0.861643331,2.4318,232.5,41.7,1.88,1613.0,0,0
FALSE POSITIVE,0.0,12.1097626,10.174,113.9,28.2,1.09,681.0,0,1
FALSE POSITIVE,,63.909601,11.85,143.0,6.1,0.76,351.0,0,0
FALSE POSITIVE,0.002,19.7352868,5.097,319.4,17.1,49.24,743.0,0,0
FALSE POSITIVE,0.0,0.566799125,3.072,30.7,22.5,0.56,2299.0,1,0
CANDIDATE,1.0,20.1890396,6.251,112.1,15.0,1.39,794.0,0,0
FALSE POSITIVE,0.0,1.061935973,3.3177,337.9,101.2,24.17,1961.0,1,0
FALSE POSITIVE,0.0,1.485898163,2.446,224.6,32.8,14.96,1272.0,0,1
CONFIRMED,0.974,38.5763483,19.861,282.1,76.3,2.05,619.0,0,0
FALSE POSITIVE,0.0,1.845610523,2.337,374.1,33.3,77.83,2502.0,0,1
CANDIDATE,0.802,7.3812344,2.802,104.5,8.6,1.0,944.0,0,0
CONFIRMED,1.0,133.303247,7.342,1017.5,20.6,2.67,301.0,0,0
CONFIRMED,1.0,125.4132302,2.3241,1345.0,22.6,3.14,266.0,0,0
FALSE POSITIVE,0.0,21.5702917,40.4,148.7,41.0,29.53,888.0,1,0
FALSE POSITIVE,0.0,0.868723418,1.4617,197.1,23.8,1.87,1998.0,0,1
CONFIRMED,1.0,25.30893566,5.7704,153.7,54.2,1.77,710.0,0,0
FALSE POSITIVE,,27.25471993,0.73,,,,,0,0
FALSE POSITIVE,,34.10787519,4.1,,,,,0,0
FALSE POSITIVE,,16.61474421,2.77,,,,,0,0
FALSE POSITIVE,0.0,1.412526202,5.49,150.3,70.6,36.77,3001.0,0,0
FALSE POSITIVE,0.0,2.759573341,6.999,382.0,64.4,6.42,1198.0,0,0
FALSE POSITIVE,0.0,3.79188234,2.15,417.0,6.6,1.95,1201.0,0,1
FALSE POSITIVE,1.0,14.38724729,1.9078,1914.1,43.5,29.24,725.0,0,1
FALSE POSITIVE,0.025,58.4302648,7.18,1849.5,34.1,3.45,300.0,0,0
FALSE POSITIVE,0.0,0.566717263,2.6079,18.5,11.1,0.43,2096.0,0,0
FALSE POSITIVE,0.0,13.37935853,8.809,353.5,36.2,6.65,1395.0,0,0
FALSE POSITIVE,0.0,13.26255423,4.65,916.4,31.4,3.55,766.0,0,0
FALSE POSITIVE,0.0,20.5696575,4.263,401.5,22.2,28.96,650.0,0,0
FALSE POSITIVE,0.0,4.52342256,2.531,219.0,15.9,1.7,1195.0,0,0
FALSE POSITIVE,0.0,22.32423657,3.669,1299.3,29.9,4.56,611.0,0,0
FALSE POSITIVE,0.0,0.723947772,2.125,242.7,17.7,52.16,3192.0,0,1
CONFIRMED,0.988,308.544422,18.503,586.8,56.8,3.28,330.0,0,0
FALSE POSITIVE,0.0,0.905679492,2.1164,2299.0,59.3,35.74,1882.0,0,1
FALSE POSITIVE,0.0,22.735911,42.435,2311.0,69.4,5.07,643.0,0,0
FALSE POSITIVE,0.0,0.909310626,3.4411,12127.0,454.0,48.79,2130.0,1,0
FALSE POSITIVE,0.0,0.648774274,2.643,231.0,26.1,1.08,1659.0,0,1
FALSE POSITIVE,,32.63286247,3.08,,,,,0,0
CANDIDATE,,173.92851338,2.64,,,,,0,0
FALSE POSITIVE,,25.64384513,5.05,,,,,0,0
FALSE POSITIVE,,25.58546721,2.28,,,,,0,0
FALSE POSITIVE,,17.47702,54.52,138.3,2.9,0.93,676.0,0,0
FALSE POSITIVE,,16.88954693,3.41,,,,,0,0
FALSE POSITIVE,,26.77891391,3.12,,,,,0,0
FALSE POSITIVE,,13.33386985,6.51,,,,,0,0
FALSE POSITIVE,,94.10628163,17.21,,,,,0,0
FALSE POSITIVE,,14.71266408,4.21,,,,,0,0
FALSE POSITIVE,0.974,0.696125302,2.0054,14966.0,177.2,28.44,1645.0,0,1
FALSE POSITIVE,0.0,302.38867822,3.1229,41320.0,294.8,40.73,238.0,0,1
CANDIDATE,0.995,305.0762469,6.255,4042.8,113.4,7.82,284.0,0,0
FALSE POSITIVE,0.0,5.24372504,17.136,234.4,51.6,20.41,1017.0,0,0
FALSE POSITIVE,0.0,18.795269797,9.9816,28241.0,3596.6,30.77,899.0,0,1
FALSE POSITIVE,0.0,42.2625935,4.465,692.2,40.7,12.62,855.0,0,1
FALSE POSITIVE,0.004,3.549386251,2.4342,50664.0,108.2,24.15,1142.0,0,1
CONFIRMED,0.994,29.92208104,2.7716,345.3,37.6,3.09,782.0,0,0
FALSE POSITIVE,0.0,0.566812588,3.596,17.1,17.5,0.71,3089.0,1,0
FALSE POSITIVE,0.0,9.94221873,2.453,486.5,12.6,19.64,754.0,0,0
FALSE POSITIVE,0.0,9.06557317,1.6208,243.4,24.9,1.46,880.0,0,0
FALSE POSITIVE,,4.9432827,40.01,27.1,12.9,1.21,1739.0,0,0
FALSE POSITIVE,0.0,7.35390869,2.061,92.9,11.1,2.29,1483.0,0,0
FALSE POSITIVE,0.013,15.7455586,13.877,161.1,37.6,1.41,743.0,0,0
FALSE POSITIVE,0.0,0.566796615,1.999,47.8,8.5,0.59,2077.0,1,0
CONFIRMED,0.999,8.48651582,5.267,110.8,21.1,1.34,1060.0,0,0
