koi_disposition,koi_score,koi_period,koi_duration,koi_depth,koi_model_snr,koi_prad,koi_teq,koi_fpflag_nt,koi_fpflag_ss
FALSE POSITIVE,0.0,2.189092892,5.1128,1871.5,150.7,33.45,1446.0,1,0
FALSE POSITIVE,0.0,2.40435335,4.07,70.6,27.1,3.05,2454.0,0,0
FALSE POSITIVE,0.0,220.9290121,7.335,2456.5,70.4,5.24,299.0,0,1
FALSE POSITIVE,0.0,3.1877519,14.836,452.3,83.2,19.66,1141.0,1,0
CANDIDATE,0.825,3.76565247,1.557,92.4,9.1,0.87,1108.0,0,0
FALSE POSITIVE,0.0,10.72396374,3.8439,13518.0,127.7,39.84,783.0,0,1
FALSE POSITIVE,0.0,119.67747,32.274,3254.1,52.0,36.8,379.0,1,0
FALSE POSITIVE,0.0,185.9526325,3.5964,11107.0,147.3,50.98,343.0,0,1
FALSE POSITIVE,,103.62650922,6.89,,,,,0,0
FALSE POSITIVE,0.0,41.077590334,6.20583,134480.0,5518.2,23.2,346.0,0,1
FALSE POSITIVE,0.0,2.99540439,6.172,223.2,45.6,65.37,2195.0,0,0
CANDIDATE,0.939,10.5994606,9.484,128.8,11.2,1.28,896.0,0,0
FALSE POSITIVE,0.0,63.934965,12.71,1119.5,45.6,44.59,525.0,1,0
FALSE POSITIVE,0.0,38.4769457,5.825,259.4,18.4,4.79,814.0,1,0
CONFIRMED,0.999,37.3228722,7.2146,307.5,42.6,35.34,1654.0,0,0
FALSE POSITIVE,0.0,1.664980224,1.7455,230.8,47.6,3.68,1921.0,0,0
FALSE POSITIVE,0.0,16.6094904,3.189,272.9,12.7,1.82,766.0,0,0
FALSE POSITIVE,0.0,0.566789505,5.835,54.6,12.6,3.37,2038.0,0,0
FALSE POSITIVE,0.0,2.62982665,6.213,126.4,24.6,17.88,1968.0,0,0
FALSE POSITIVE,0.0,2.69787749,1.915,116.8,8.3,1.5,1512.0,0,1
FALSE POSITIVE,0.0,5.23340265,3.242,242.1,12.7,1.15,851.0,0,0
FALSE POSITIVE,0.0,3.51289168,3.313,131.0,27.3,1.12,1161.0,0,1
CONFIRMED,0.0,14.092583189,4.1536,530.4,17.8,1.82,597.0,0,0
FALSE POSITIVE,0.0,9.087508013,2.7597,140.6,2.5,1.37,987.0,0,0
FALSE POSITIVE,0.0,0.65244373,1.471,610.7,41.8,2.17,1969.0,0,1
FALSE POSITIVE,0.0,1.332564704,5.9775,1049.5,124.0,30.04,1692.0,0,0
FALSE POSITIVE,0.0,2.636899795,0.9105,426.2,27.6,49.84,1179.0,0,1
FALSE POSITIVE,0.0,0.660629055,5.894,231.6,103.3,17.38,2032.0,1,0
FALSE POSITIVE,0.0,0.885123683,3.3865,113.3,42.0,1.14,1961.0,0,0
FALSE POSITIVE,0.0,471.65421,3.456,479.7,12.5,4.11,313.0,1,0
FALSE POSITIVE,0.0,1.221204888,1.8511,111.6,27.3,1.1,1772.0,0,0
FALSE POSITIVE,,135.90795753,1.83,,,,,0,0
FALSE POSITIVE,0.0,0.959853772,1.9163,55.8,27.1,1.3,2468.0,0,1
CANDIDATE,0.0,0.592243731,1.386,3992.4,303.8,6.77,1551.0,0,0
FALSE POSITIVE,,46.882525,1.93,343.5,4.9,1.91,513.0,0,0
FALSE POSITIVE,0.0,20.7191626,3.912,184.4,8.9,1.85,790.0,0,0
CANDIDATE,0.181,399.37587,21.25,552.2,11.9,3.93,326.0,0,0
FALSE POSITIVE,,16.60973843,4.515,667.8,29.7,6.64,579.0,0,1
FALSE POSITIVE,,54.323118,25.863,538.0,19.2,5.06,706.0,0,0
FALSE POSITIVE,0.002,5.803127153,4.9041,58570.0,639.3,19.04,886.0,0,1
FALSE POSITIVE,0.0,35.51619219,2.5,10984.0,85.4,719.49,504.0,0,1
FALSE POSITIVE,0.0,0.589049151,2.25397,61953.0,1227.6,39.51,1959.0,0,1
CONFIRMED,0.968,80.2321467,4.656,888.7,24.9,3.24,380.0,0,0
CANDIDATE,0.89,41.88970036,1.35,1304.4,20.9,32.16,515.0,0,0
FALSE POSITIVE,0.0,1.791406261,2.8159,345.5,60.7,4.51,1579.0,0,0
FALSE POSITIVE,0.0,1.25483232,2.67,117.6,11.4,2.89,2748.0,0,1
FALSE POSITIVE,0.0,5.71483873,2.748,286.2,18.0,1.26,842.0,0,0
FALSE POSITIVE,0.131,17.5859472,3.815,509.5,8.4,2.24,700.0,0,0
FALSE POSITIVE,0.0,1.332567005,6.3373,401.3,110.6,27.36,2007.0,1,0
CONFIRMED,0.854,10.32736351,1.889,126.9,9.7,1.25,838.0,0,0
FALSE POSITIVE,0.0,2.54557259,5.636,529.0,36.0,1.97,1234.0,0,1
FALSE POSITIVE,0.0,0.704541784,1.0726,275.2,38.4,1.72,2121.0,0,1
FALSE POSITIVE,0.0,0.697996932,4.3323,9094.6,244.1,28.06,1604.0,0,1
FALSE POSITIVE,0.0,6.63449721,22.982,919.1,160.1,85.25,1719.0,1,0
FALSE POSITIVE,0.188,110.9215892,5.282,498.0,48.2,3.71,443.0,0,0
FALSE POSITIVE,0.0,3.88673217,20.491,761.7,119.0,21.04,1050.0,0,1
CONFIRMED,1.0,1.544928892,1.43586,5817.3,1109.7,13.43,1997.0,0,1
FALSE POSITIVE,0.0,11.76921923,3.219,519.3,27.4,3.12,868.0,0,1
FALSE POSITIVE,0.0,44.638983058,3.04001,36830.0,488.5,50.33,551.0,0,1
CANDIDATE,0.981,1.236866732,1.242,187.2,14.2,1.75,1569.0,0,0
FALSE POSITIVE,,174.95980475,5.23,,,,,0,0
FALSE POSITIVE,0.0,1.926888595,1.235,130.0,11.7,1.31,1619.0,1,0
CONFIRMED,0.984,34.1420506,2.945,788.0,13.3,1.06,248.0,0,0
FALSE POSITIVE,,0.241842544,0.7257,203.3,29.3,1.16,2689.0,0,0
FALSE POSITIVE,0.0,0.865759153,0.8408,191.6,18.7,1.53,2100.0,0,0
CANDIDATE,1.0,1.332035996,1.391,136.8,12.6,0.85,1365.0,0,0
CONFIRMED,1.0,8.68910764,1.1627,1679.0,9.6,0.49,211.0,0,0
FALSE POSITIVE,,0.63624396,4.0,,,,,0,0
FALSE POSITIVE,,4.4040248,2.41,,,,,0,0
FALSE POSITIVE,,9.81101738,2.09,,,,,0,0
CONFIRMED,0.999,8.71980135,3.7454,160.4,22.7,1.53,987.0,0,0
CONFIRMED,0.916,7.00821787,3.812,116.4,19.2,1.29,1062.0,0,0
FALSE POSITIVE,0.0,0.903583394,1.5942,1027.1,151.7,33.18,2162.0,0,1
FALSE POSITIVE,0.0,0.99014722,0.9394,321.1,23.0,1.34,1433.0,0,1
FALSE POSITIVE,,138.61227705,13.79,,,,,0,0
FALSE POSITIVE,0.0,0.77359329,1.7603,80.6,21.7,0.82,1890.0,0,1
FALSE POSITIVE,0.0,0.306937807,0.5925,119.2,29.3,0.82,2142.0,0,1
CANDIDATE,0.999,0.716531851,0.655,78.9,17.9,1.11,2034.0,0,0
FALSE POSITIVE,0.133,0.637487312,1.9626,211.3,25.0,1.75,2334.0,0,0
FALSE POSITIVE,,5.71489488,2.0705,292.5,21.2,1.41,908.0,0,0
FALSE POSITIVE,,7.76967007,4.74,,,,,0,0
FALSE POSITIVE,,76.642481,5.476,64.5,7.6,1.36,542.0,0,0
CANDIDATE,1.0,5.47715718,1.3849,568.4,16.7,2.17,892.0,0,0
FALSE POSITIVE,,73.45736853,5.28,,,,,0,0
FALSE POSITIVE,,9.49361221,6.52,,,,,0,0
FALSE POSITIVE,,4.4296786,1.96,,,,,0,0
FALSE POSITIVE,,5.9703813,0.669,210.3,5.5,1.69,981.0,0,0
CANDIDATE,0.952,7.57299816,2.645,30.2,10.9,0.53,875.0,0,0
FALSE POSITIVE,,3.95383243,2.37,,,,,0,0
CONFIRMED,1.0,32.376183,4.4639,745.4,34.2,2.26,392.0,0,0
CONFIRMED,0.991,284.063137,8.297,1628.1,53.5,6.36,321.0,0,0
FALSE POSITIVE,,129.68366098,7.86,,,,,0,0
FALSE POSITIVE,0.0,4.30908594,1.52,160.8,17.0,1.62,1172.0,0,0
FALSE POSITIVE,,57.104588,11.5,144.3,9.3,0.98,425.0,0,0
FALSE POSITIVE,0.0,0.422015793,1.23416,1291.9,304.4,6.69,2136.0,0,1
FALSE POSITIVE,0.0,0.945825494,1.8496,104.7,22.1,1.14,1989.0,0,1
FALSE POSITIVE,0.0,0.676715927,0.63,264.5,14.5,1.29,1735.0,0,1
CANDIDATE,0.908,4.64490141,2.456,106.4,11.7,0.76,832.0,0,0
FALSE POSITIVE,,0.576441813,2.027,60.8,21.2,0.82,2471.0,1,0
FALSE POSITIVE,0.0,0.423854275,1.0198,235.3,33.3,0.58,1062.0,0,1
FALSE POSITIVE,,2.43731228,1.89,,,,,0,0
FALSE POSITIVE,0.0,0.692693892,1.2804,1433.7,146.7,32.44,2050.0,0,1
FALSE POSITIVE,0.0,0.768934934,1.216,846.8,58.9,4.09,1713.0,0,1
FALSE POSITIVE,0.256,0.998212785,2.489,118.8,18.8,1.1,1888.0,0,0
CONFIRMED,0.986,0.764863517,1.16,150.2,13.6,1.04,1733.0,0,0
FALSE POSITIVE,0.001,0.710894157,1.0183,122.6,18.9,1.16,2098.0,0,0
FALSE POSITIVE,,0.537839241,2.169,23.5,12.4,1.49,4061.0,0,0
FALSE POSITIVE,0.022,0.373684977,0.9621,456.8,53.8,2.25,2490.0,0,0
FALSE POSITIVE,,1.10118564,5.2,,,,,0,0
FALSE POSITIVE,0.0,0.544962596,1.085,247.9,18.3,1.03,1719.0,0,1
FALSE POSITIVE,0.0,0.769127296,0.998,114.6,17.0,0.9,1917.0,0,0
FALSE POSITIVE,,225.56791218,6.31,,,,,0,0
CONFIRMED,1.0,4.09578199,1.704,405.5,11.9,1.64,851.0,0,0
CONFIRMED,0.971,91.9401253,9.195,482.9,34.4,2.62,450.0,0,0
FALSE POSITIVE,,92.57337995,8.45,,,,,0,0
FALSE POSITIVE,,185.0097245,17.96,,,,,0,0
CONFIRMED,1.0,4.5770016,0.949,710.0,18.0,1.33,567.0,0,0
CONFIRMED,0.941,14.4540329,7.183,79.7,17.2,0.72,676.0,0,0
FALSE POSITIVE,0.0,0.812587678,1.1144,62.9,21.7,1.54,2717.0,0,1
CANDIDATE,,9.3210841,1.81,294.2,6.1,0.61,394.0,0,0
FALSE POSITIVE,,19.3073774,3.437,31.7,6.6,1.21,1054.0,0,0
FALSE POSITIVE,0.0,1.000840564,1.3292,2714.4,73.2,80.25,3367.0,1,0
CONFIRMED,0.989,13.6164547,5.175,376.1,22.6,22.29,755.0,0,0
CONFIRMED,0.999,1.766789509,1.3345,1009.8,26.7,1.4,730.0,0,0
CANDIDATE,0.976,7.55842923,2.91,361.1,10.3,1.46,694.0,0,0
CONFIRMED,1.0,35.8656484,8.035,250.9,26.2,2.44,633.0,0,0
CONFIRMED,1.0,0.638162933,1.2313,109.7,17.6,0.91,1874.0,0,0
FALSE POSITIVE,0.0,1.72929014,3.609,84.5,9.6,0.86,1497.0,0,1
FALSE POSITIVE,,40.301684,1.398,374.8,6.6,2.38,623.0,1,0
CANDIDATE,0.999,43.681309,12.37,258.0,9.8,1.33,473.0,0,0
FALSE POSITIVE,1.0,26.524553,2.359,174.5,10.2,2.19,695.0,0,0
FALSE POSITIVE,,26.1537851,1.802,228.6,6.2,1.47,631.0,1,0
FALSE POSITIVE,0.0,0.944598153,4.018,200.9,35.3,37.61,4190.0,0,0
FALSE POSITIVE,,354.63284,2.227,280.9,6.5,0.9,152.0,1,0
FALSE POSITIVE,,35.40103336,1.75,,,,,1,0
CANDIDATE,0.953,230.180357,13.436,3689.3,64.0,7.57,347.0,0,0
FALSE POSITIVE,0.0,5.2433865,12.472,65.4,19.2,0.75,1038.0,1,0
FALSE POSITIVE,0.0,5.2435703,15.864,228.5,25.1,12.68,890.0,0,0
CANDIDATE,0.325,55.7583803,2.497,132.7,9.0,1.59,537.0,0,0
CANDIDATE,0.0,3.781123,8.15,90.4,9.0,1.16,1421.0,0,0
CANDIDATE,0.193,220.720142,8.186,862.5,12.0,2.0,235.0,0,0
FALSE POSITIVE,,634.84739,16.186,542.6,15.7,20.5,464.0,1,0
CANDIDATE,0.996,281.5921577,5.673,9312.0,76.0,7.22,225.0,0,0
CANDIDATE,0.765,103.722152,6.061,296.9,9.4,1.95,414.0,0,0
FALSE POSITIVE,,29.9756697,2.987,258.0,12.0,1.84,591.0,0,0
FALSE POSITIVE,0.0,387.56519,13.28,1083.0,11.8,4.02,271.0,1,1
FALSE POSITIVE,,31.5073649,7.362,330.5,15.4,0.74,253.0,0,0
FALSE POSITIVE,0.0,18.1118457,6.309,328.7,10.8,31.25,803.0,0,0
CANDIDATE,0.854,32.5474295,6.945,157.1,11.3,1.42,618.0,0,0
CONFIRMED,0.998,33.4969115,4.833,163.5,13.2,2.97,630.0,0,0
CANDIDATE,,411.8969,6.203,502.8,8.5,2.61,279.0,0,0
FALSE POSITIVE,,34.33339948,2.45,,,,,1,0
FALSE POSITIVE,0.0,1.389947459,1.193,1213.8,136.4,3.39,1665.0,0,1
CANDIDATE,,127.671711,2.637,450.1,8.0,5.52,519.0,0,0
FALSE POSITIVE,0.0,282.5363563,10.3088,29233.0,854.1,70.53,360.0,0,1
CANDIDATE,,115.23145073,2.01,,,,,0,0
FALSE POSITIVE,,289.490952,3.91,773.0,6.6,2.87,290.0,1,0
CANDIDATE,,349.58811,5.052,373.3,11.6,134.79,1351.0,0,0
CANDIDATE,,1.680254289,12.585,51633.0,178.7,30.88,1996.0,0,0
FALSE POSITIVE,0.558,0.782068488,1.239,115.7,4.1,21.02,6169.0,0,0
CANDIDATE,,151.13008,3.49,358.0,4.6,4.41,578.0,0,0
FALSE POSITIVE,,440.65087204,4.07,,,,,1,0
CANDIDATE,,258.63797782,7.11,,,,,0,0
FALSE POSITIVE,,289.76961138,3.19,,,,,1,0
CANDIDATE,,628.15844,12.144,502.3,14.7,0.95,101.0,0,0
FALSE POSITIVE,,273.223848,3.787,469.9,10.6,8.0,452.0,1,0
FALSE POSITIVE,0.0,0.650701055,0.89164,371060.0,234.3,281.62,6285.0,1,0
CANDIDATE,,263.90141,4.303,807.1,11.0,23.91,562.0,0,0
FALSE POSITIVE,,59.742966,6.78,284.9,8.6,16.91,1037.0,1,0
CANDIDATE,,18.7821603,5.573,77.2,9.8,0.83,681.0,0,0
CANDIDATE,0.957,389.316341,5.49,2599.8,34.7,27.61,245.0,0,0
FALSE POSITIVE,,405.32064,7.77,561.7,6.2,1.34,166.0,1,0
FALSE POSITIVE,,342.830882,3.826,450.7,12.0,10.76,530.0,1,0
CANDIDATE,1.0,3.98916186,1.913,318.0,16.3,28.1,3293.0,0,0
CONFIRMED,1.0,42.8774169,1.991,1068.8,14.8,2.67,451.0,0,0
CANDIDATE,0.975,190.800788,8.082,287.6,13.0,1.67,321.0,0,0
FALSE POSITIVE,0.0,2.97601892,5.5,306.1,35.3,164.46,2799.0,0,0
FALSE POSITIVE,0.0,2.882424694,25.91,67298.0,416.2,399.44,2912.0,1,0
CONFIRMED,0.902,220.142913,19.528,1796.4,121.2,5.94,389.0,0,0
FALSE POSITIVE,,473.95103,11.778,330.6,9.6,3.32,341.0,1,0
FALSE POSITIVE,0.0,0.534109403,0.9513,78.3,37.0,2.28,5513.0,0,1
FALSE POSITIVE,,168.77118,2.263,2045.0,5.5,2825.04,251.0,1,0
CANDIDATE,0.974,29.6094263,2.71,224.9,10.8,2.87,789.0,0,0
FALSE POSITIVE,0.0,22.9138322,4.855,340.3,8.0,30.24,785.0,0,0
FALSE POSITIVE,,538.36855,19.26,545.5,7.0,2.37,237.0,1,0
FALSE POSITIVE,,65.5327181,2.256,373.4,5.9,1.79,437.0,1,0
CANDIDATE,,161.537665,2.65,101.8,5.9,1.37,400.0,0,0
FALSE POSITIVE,0.0,1.018360336,7.622,393970.0,967.4,107.0,2302.0,0,1
CANDIDATE,,209.967521,2.585,120.0,7.1,1.16,344.0,0,0
CANDIDATE,,369.73011,14.27,274.8,9.6,1.66,274.0,0,0
FALSE POSITIVE,,78.04064906,2.15,,,,,1,0
FALSE POSITIVE,,396.349253,2.685,413.1,5.7,2.39,293.0,1,0
FALSE POSITIVE,,0.502807253,1.01493,4658.7,240.0,26.81,1825.0,0,1
CANDIDATE,0.991,21.3684341,1.18,492.8,9.7,1.72,551.0,0,0
FALSE POSITIVE,,149.526152,3.033,753.0,7.6,1.69,202.0,1,0
FALSE POSITIVE,0.0,2.845736321,11.5703,3127.0,297.8,402.16,3058.0,0,1
CANDIDATE,0.994,29.5632952,1.562,532.8,10.4,1.9,527.0,0,0
CANDIDATE,,181.81214,16.164,474.6,21.3,2.04,324.0,0,0
CANDIDATE,,435.50635,34.16,553.8,8.2,2.06,225.0,0,0
CANDIDATE,,525.560452,2.327,1196.0,10.9,12.74,359.0,0,0
FALSE POSITIVE,,43.60012467,1.48,,,,,1,0
FALSE POSITIVE,0.0,1.710299164,3.92227,157270.0,2291.1,57.97,1638.0,0,1
FALSE POSITIVE,,252.04444,5.13,1502.0,6.1,2.49,196.0,1,0
FALSE POSITIVE,0.0,1.39508873,2.09,,,,,1,0
CANDIDATE,,95.688682,6.465,453.8,9.8,28.41,1046.0,0,0
FALSE POSITIVE,,153.521361,3.893,255.2,5.7,3.09,493.0,1,0
CANDIDATE,,38.168652,5.086,90.6,8.3,1.4,696.0,0,0
FALSE POSITIVE,0.0,3.0031801,2.814,374.7,13.9,4.7,1827.0,0,0
FALSE POSITIVE,0.0,2.96384168,5.4768,35653.0,607.5,43.7,1406.0,0,1
CANDIDATE,0.523,69.089357,6.207,475.1,8.6,1.47,332.0,0,0
FALSE POSITIVE,0.0,43.142257,61.73,283.2,30.5,37.88,706.0,0,1
CONFIRMED,0.998,3.290304098,1.7215,13553.0,220.5,4.91,540.0,0,0
CANDIDATE,,40.9882124,3.599,145.8,11.3,1.44,657.0,0,0
FALSE POSITIVE,,326.70552,3.36,794.0,9.1,2.83,287.0,1,0
CANDIDATE,,138.333748,2.391,603.6,8.4,6.28,488.0,0,0
FALSE POSITIVE,,343.49816,7.46,431.0,7.1,1.27,164.0,1,0
FALSE POSITIVE,0.0,11.2582311,16.89,300.4,22.2,1.24,667.0,0,0
FALSE POSITIVE,,139.54219147,3.42,,,,,1,0
FALSE POSITIVE,0.0,155.046089,10.205,2238.0,36.7,444.08,1101.0,0,1
FALSE POSITIVE,,14.3641542,2.629,89.2,6.5,0.98,795.0,1,0
FALSE POSITIVE,0.0,12.4276185,18.56,147.0,12.6,1.14,768.0,1,0
FALSE POSITIVE,0.0,12.427076,17.447,47.5,25.3,0.82,870.0,1,0
CANDIDATE,,22.4932751,3.172,152.0,11.2,6.04,1183.0,0,0
FALSE POSITIVE,,315.502534,3.112,689.2,9.5,19.71,565.0,1,0
CANDIDATE,,215.732414,1.915,208.2,7.3,1.26,292.0,0,0
FALSE POSITIVE,,276.54167976,7.76,,,,,1,0
CONFIRMED,1.0,4.13960513,3.31,106.7,11.6,1.24,1352.0,0,0
FALSE POSITIVE,0.0,200.79976002,7.6419,92642.0,930.8,48.77,303.0,0,1
CANDIDATE,0.962,8.0906952,2.648,82.4,8.1,0.8,811.0,0,0
FALSE POSITIVE,0.0,1.195515364,6.08509,396400.0,4630.1,156.91,2640.0,0,1
FALSE POSITIVE,,210.971635,3.578,519.0,6.5,2.04,293.0,1,0
CANDIDATE,0.0,188.954072,14.17,166.5,10.9,2.46,468.0,0,0
FALSE POSITIVE,,42.02646,2.553,190.0,6.0,1.5,561.0,1,0
FALSE POSITIVE,,372.04697,14.29,673.4,25.2,2.7,271.0,1,0
FALSE POSITIVE,,438.81524,6.75,332.8,9.2,1.36,202.0,1,0
FALSE POSITIVE,0.0,18.622214,4.42,5832.0,20.1,20.83,1101.0,1,0
FALSE POSITIVE,,27.8923345,2.204,139.6,9.0,2.1,807.0,0,0
CANDIDATE,,579.81521,5.43,607.0,7.9,2.71,218.0,0,0
CANDIDATE,,19.12788374,2.0,,,,,0,0
FALSE POSITIVE,,452.10093,12.69,464.0,6.2,2.08,254.0,1,0
FALSE POSITIVE,0.0,0.7906069,3.3996,689.2,133.3,17.97,1503.0,1,0
FALSE POSITIVE,0.0,24.5714867,29.96,506.4,31.1,3.04,637.0,1,0
FALSE POSITIVE,0.0,0.681137796,2.7287,105190.0,432.5,45.75,2025.0,0,1
FALSE POSITIVE,0.0,3.722404453,2.5214,55368.0,148.9,144.2,1082.0,0,1
FALSE POSITIVE,,230.385488,3.134,568.1,9.3,10.13,522.0,1,0
FALSE POSITIVE,,222.84909312,2.43,,,,,1,0
CANDIDATE,,493.74242,5.685,506.1,12.4,7.15,358.0,0,0
FALSE POSITIVE,0.0,1.714414962,5.17207,110130.0,6485.8,116.92,2042.0,0,1
FALSE POSITIVE,0.0,646.28789332,5.39144,58605.0,1107.1,43.47,304.0,0,1
FALSE POSITIVE,,290.438547,12.85,212.9,11.9,1.11,235.0,1,0
FALSE POSITIVE,0.0,0.766298172,1.78462,19401.0,368.9,15.64,2163.0,0,1
FALSE POSITIVE,0.935,1.049468616,4.848,22.0,22.8,0.84,2808.0,0,1
FALSE POSITIVE,0.0,2.362348096,3.5979,724.7,103.6,89.55,2104.0,0,1
FALSE POSITIVE,,136.830243,2.956,464.3,8.4,17.22,764.0,1,0
FALSE POSITIVE,,103.284757,1.674,78.4,5.5,1.96,583.0,1,0
FALSE POSITIVE,,36.1904638,1.919,263.3,6.8,1.69,592.0,1,0
FALSE POSITIVE,,419.75224,4.154,754.0,6.3,2.82,257.0,1,0
FALSE POSITIVE,,419.95929,13.86,196.2,5.9,1.53,266.0,1,0
FALSE POSITIVE,,206.309658,1.498,277.1,8.3,2.36,361.0,1,0
FALSE POSITIVE,0.0,8.46184728,35.525,411.2,142.4,4.92,1511.0,1,0
FALSE POSITIVE,,681.01756,8.74,133.9,9.2,1.69,274.0,1,0
FALSE POSITIVE,0.0,2.19509634,1.796,227.7,14.3,1.32,1324.0,0,0
CANDIDATE,0.0,9.942228056,2.45451,31068.0,1073.3,22.15,740.0,0,0
FALSE POSITIVE,,141.00582791,3.0,,,,,1,0
CANDIDATE,0.982,22.2903562,1.623,130.4,8.1,1.13,632.0,0,0
FALSE POSITIVE,,73.9239955,1.699,634.0,6.1,1.64,325.0,1,0
FALSE POSITIVE,0.0,1.8437362,21.04,341.1,83.4,25.26,1628.0,1,0
CANDIDATE,0.997,55.180772,9.791,474.6,11.5,2.37,531.0,0,0
FALSE POSITIVE,0.0,281.36926,66.892,12435.0,135.6,56.94,507.0,0,1
CANDIDATE,,84.6405853,2.657,784.0,8.2,1.72,271.0,0,0
FALSE POSITIVE,0.0,262.71162,7.72,1449.0,7.0,3.69,272.0,1,0
FALSE POSITIVE,,6.0353643,9.211,47.2,23.4,1.88,1852.0,0,0
CANDIDATE,,15.2024426,8.11,834.0,4.0,113.97,2955.0,0,0
FALSE POSITIVE,0.0,1.52327807,3.813,924.2,78.5,22.88,3461.0,0,0
FALSE POSITIVE,,260.31119904,3.23,,,,,1,0
FALSE POSITIVE,,574.37064,11.89,227.6,12.0,3.11,350.0,1,0
FALSE POSITIVE,,253.87706,11.18,265.6,5.7,1.81,334.0,1,0
FALSE POSITIVE,,523.36921,1.007,9918.0,8.4,17.45,240.0,1,0
CANDIDATE,,110.089267,1.575,1018.0,5.6,2.4,322.0,0,0
CANDIDATE,0.898,219.931324,4.818,641.0,7.1,2.3,279.0,0,0
CANDIDATE,,385.29212,19.417,218.5,15.1,1.57,290.0,0,0
FALSE POSITIVE,,80.292171,1.936,158.6,6.0,1.33,459.0,1,0
FALSE POSITIVE,0.0,1.049406508,3.0072,447.5,61.3,27.45,4913.0,0,1
CANDIDATE,,455.195496,3.565,293.6,8.0,2.09,290.0,0,0
FALSE POSITIVE,0.0,3.58957045,3.418,1221.2,53.6,2.49,862.0,0,1
FALSE POSITIVE,0.0,2.40435325,6.825,349.6,23.3,24.16,1359.0,0,1
FALSE POSITIVE,,37.078668,4.403,147.4,6.9,0.8,419.0,1,0
CANDIDATE,,50.55398,6.159,199.7,7.9,0.94,367.0,0,0
FALSE POSITIVE,,228.196872,3.525,145.3,6.9,1.42,353.0,1,0
FALSE POSITIVE,0.0,44.714450094,5.7615,90230.0,2629.0,50.54,533.0,0,1
CANDIDATE,0.999,200.2350497,23.612,10812.0,220.6,10.99,325.0,0,0
FALSE POSITIVE,0.0,40.8801539,5.472,395.8,10.0,0.92,265.0,0,1
CANDIDATE,0.884,31.5034587,3.315,210.6,8.6,1.17,484.0,0,0
CANDIDATE,0.894,22.2381062,2.68,104.2,7.1,1.09,702.0,0,0
CANDIDATE,0.98,20.5477769,4.634,253.8,12.1,1.67,690.0,0,0
FALSE POSITIVE,0.006,25.166806,2.111,1350.0,7.2,2.72,483.0,1,0
FALSE POSITIVE,,323.972022,1.25,462.0,8.7,2.96,307.0,1,0
FALSE POSITIVE,0.0,1.752562808,6.1245,368000.0,5494.6,124.23,2018.0,0,1
FALSE POSITIVE,0.0,45.5827119,3.193,76.5,9.6,2.42,957.0,1,0
FALSE POSITIVE,0.061,1.89140138,9.52,557.6,12.4,25.67,1377.0,0,0
FALSE POSITIVE,0.0,6.70258007,4.632,859.0,23.0,403.01,2635.0,0,1
FALSE POSITIVE,0.0,6.2095391,2.752,47.9,8.3,30.47,4585.0,0,0
FALSE POSITIVE,0.0,363.17077,28.26,384.6,20.9,9.82,810.0,1,0
FALSE POSITIVE,,615.16033,3.958,267.1,5.4,4.48,430.0,1,0
FALSE POSITIVE,0.0,1.89124738,4.697,410.0,17.4,1.2,989.0,0,0
FALSE POSITIVE,0.0,1.89125883,4.656,274.5,15.3,23.6,4480.0,0,1
FALSE POSITIVE,,362.1273,6.719,1098.0,6.5,1.68,132.0,1,0
FALSE POSITIVE,,353.36705,3.279,34.1,7.0,2.6,701.0,1,0
CANDIDATE,0.986,180.4118581,3.29,4268.0,33.2,8.86,329.0,0,0
FALSE POSITIVE,0.001,4.750256809,1.9278,395.1,42.7,12.35,2090.0,0,0
FALSE POSITIVE,0.0,623.005238,23.5615,140330.0,2386.6,66.64,229.0,1,0
FALSE POSITIVE,,45.41810604,5.3,,,,,1,0
FALSE POSITIVE,0.0,1.878877205,5.8768,104030.0,525.4,109.55,2523.0,0,1
FALSE POSITIVE,0.0,0.938857507,3.98767,12960.0,962.6,1148.7,6867.0,1,0
FALSE POSITIVE,,287.46579664,9.06,,,,,1,0
FALSE POSITIVE,,32.245486,13.86,93.6,10.0,1.18,683.0,1,0
CANDIDATE,0.0,392.47291,7.867,345.6,12.2,5.46,442.0,0,0
FALSE POSITIVE,,142.20400109,3.0,,,,,1,0
FALSE POSITIVE,,149.237142,2.503,772.0,6.9,2.22,299.0,1,0
FALSE POSITIVE,,501.51698,3.809,487.0,6.9,1.99,224.0,1,0
FALSE POSITIVE,,357.77096,12.999,216.3,9.7,1.42,249.0,1,0
FALSE POSITIVE,,531.33282,3.702,669.0,7.1,2.67,239.0,1,0
FALSE POSITIVE,0.0,396.048721,16.376,931.8,39.4,13.52,370.0,1,0
FALSE POSITIVE,,326.370361,4.526,568.8,13.7,22.6,615.0,1,0
FALSE POSITIVE,,148.666527,4.353,319.4,8.6,6.81,559.0,1,0
FALSE POSITIVE,,163.104677,2.129,576.0,6.0,2.58,337.0,1,0
FALSE POSITIVE,0.0,1.10656965,1.669,86.4,8.4,1.09,1988.0,0,1
FALSE POSITIVE,0.0,46.270524872,8.93033,66244.0,4607.4,35.98,572.0,0,1
FALSE POSITIVE,,13.4256161,11.781,142.3,12.5,1.66,987.0,1,0
FALSE POSITIVE,,590.44065,7.55,125.7,6.9,1.62,291.0,1,0
FALSE POSITIVE,,28.88008607,1.35,,,,,1,0
